statReviewAvailable,PPAReviewAvailable,Name,appType,PPAReviewLink,Company,reviewAvailable,marketStat,appNo,approvDate,reviewPageLink,sumReviewAvailable,PatientPopulationAltered,medReviewAvailable
-,-,RANITIDINE HYDROCHLORIDE,-,-,-,-,Discontinued,78701,-,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,-,-,-,-,Discontinued,78884,-,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,-,-,-,-,Discontinued,79211,-,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,-,-,-,-,Discontinued,79212,-,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,STRIDES PHARMA,-,Prescription,205512,2016-08-23,-,-,-,-
-,-,RANITIDINE,ANDA,-,ACTAVIS ELIZABETH,-,None (Tentative Approval),74794,-,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,STRIDES PHARMA,-,Over-the-counter,201745,2012-02-29,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,SVADS HOLDINGS SA,-,Over-the-counter,200536,2011-06-28,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,APOTEX INC,-,Over-the-counter,200172,2012-05-31,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,ZYDUS PHARMS USA INC,-,Prescription,91534,2013-02-22,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,PERRIGO R AND D,-,Over-the-counter,91429,2011-05-11,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,SILARX,-,Prescription,91288,2010-12-09,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,NOSTRUM LABS INC,-,Prescription,91091,2011-09-20,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,HI TECH PHARMA,-,Prescription,91078,2011-03-22,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,AUROBINDO PHARM,-,Prescription,90623,2010-08-10,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,BIO PHARM INC,-,Prescription,90102,2009-05-26,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,TOLMAR,-,Prescription,90054,2010-11-15,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,MYLAN LABS LTD,-,Prescription,79076,2016-06-09,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,VINTAGE PHARMS,-,Prescription,78890,2010-07-01,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,BRECKENRIDGE PHARM,-,Prescription,78684,2009-08-27,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,GLENMARK GENERICS,-,Prescription,78542,2008-11-19,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,AMNEAL PHARMS,-,Prescription,78312,2008-09-02,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,DR REDDYS LABS LTD,-,Over-the-counter,78192,2007-08-31,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,AMNEAL PHARMS NY,-,Prescription,77824,2006-10-13,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,TARO,-,Prescription,77476,2011-06-13,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,EUROHLTH INTL SARL,-,Prescription,77458,2006-02-16,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,PHARM ASSOC,-,Prescription,77405,2007-09-21,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,WOCKHARDT,-,Over-the-counter,76760,2006-02-24,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,DR REDDYS LABS INC,-,Prescription,76705,2005-07-27,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,PERRIGO,-,Over-the-counter,76195,2002-08-30,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,ACTAVIS MID ATLANTIC,-,Prescription,76124,2007-02-21,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,DR REDDYS LABS LTD,-,Prescription,75742,2000-11-29,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,MYLAN,-,Over-the-counter,75497,2000-01-14,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,IVAX SUB TEVA PHARMS,-,Over-the-counter,75296,2000-01-14,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,DR REDDYS LABS LTD,-,Over-the-counter,75294,2000-03-28,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,WOCKHARDT,-,Prescription,75208,1998-12-17,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,PAR PHARM,-,Prescription,75180,1999-01-28,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,TORPHARM,-,Over-the-counter,75167,2000-05-04,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,IVAX SUB TEVA PHARMS,-,Prescription,75165,1998-09-30,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,CONTRACT PHARMACAL,-,Over-the-counter,75094,1999-06-21,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,WEST-WARD PHARMS INT,-,Prescription,74777,2005-03-02,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,APOTEX,-,Prescription,74680,1997-09-12,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,SANDOZ,-,Prescription,74655,1997-10-22,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,TEVA,-,Prescription,74488,1997-07-31,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,SANDOZ,-,Prescription,74467,1997-08-29,-,-,-,-
-,-,RANITIDINE HYDROCHLORIDE,ANDA,-,MYLAN,-,Prescription,74023,1997-08-22,-,-,-,-
-,-,RANICLOR,ANDA,-,RANBAXY LABS LTD,-,Discontinued,65092,2003-12-22,-,-,-,-
-,-,RAMIPRIL,-,-,-,-,Discontinued,77004,-,-,-,-,-
-,-,RAMIPRIL,-,-,-,-,Discontinued,77513,-,-,-,-,-
-,-,RAMIPRIL,-,-,-,-,Discontinued,77514,-,-,-,-,-
-,-,RAMIPRIL,-,-,-,-,Discontinued,78849,-,-,-,-,-
-,-,RAMIPRIL,-,-,-,-,Discontinued,90650,-,-,-,-,-
-,-,RAMIPRIL,-,-,-,-,Discontinued,90697,-,-,-,-,-
-,-,RAMIPRIL,ANDA,-,ACCORD HLTHCARE INC,-,Prescription,202392,2014-04-15,-,-,-,-
True,False,RANEXA,NDA,-,GILEAD,True,Prescription,21526,2006-01-27,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021526_s000_Ranexa.cfm,False,False,True
-,-,RAMIPRIL,ANDA,-,AUROBINDO PHARMA LTD,-,Prescription,91604,2011-06-08,-,-,-,-
-,-,RAMIPRIL,ANDA,-,APOTEX INC,-,Prescription,91069,2015-12-03,-,-,-,-
-,-,RAMIPRIL,ANDA,-,APOTEX,-,Prescription,79116,2008-06-20,-,-,-,-
-,-,RAMIPRIL,ANDA,-,ZYDUS PHARMS USA,-,Prescription,78832,2008-09-02,-,-,-,-
-,-,RAMIPRIL,ANDA,-,INVAGEN PHARMS,-,Prescription,78745,2008-06-18,-,-,-,-
-,-,RAMIPRIL,ANDA,-,DR REDDYS LABS LTD,-,Prescription,78191,2008-06-18,-,-,-,-
-,-,RAMIPRIL,ANDA,-,ROXANE,-,Prescription,77900,2008-06-18,-,-,-,-
-,-,RAMIPRIL,ANDA,-,LUPIN,-,Prescription,77626,2008-06-09,-,-,-,-
-,-,RAMIPRIL,ANDA,-,TEVA PHARMS,-,Prescription,77470,2008-06-18,-,-,-,-
-,-,RAMIPRIL,ANDA,-,WATSON LABS,-,Prescription,76549,2005-10-24,-,-,-,-
-,-,RAMELTEON,ANDA,-,DR REDDYS LABS INTL,-,Prescription,91693,2013-07-26,-,-,-,-
-,-,RALTEGRAVIR,ANDA,-,HETERO LABS LTD III,-,None (Tentative Approval),203540,-,-,-,-,-
-,-,RAMELTEON,ANDA,-,ACTAVIS LABS FL INC,-,Prescription,91610,2015-08-20,-,-,-,-
-,-,RALOXIFENE HYDROCHLORIDE,ANDA,-,AMNEAL PHARMS,-,Prescription,208206,2016-04-08,-,-,-,-
-,-,RADIONUCLIDE-LABELED (125 I) FIBRINOGEN (HUMAN) SENSOR,NDA,-,ABBOTT,-,Discontinued,17787,1976-06-28,-,-,-,-
-,-,RALOXIFENE HYDROCHLORIDE,ANDA,-,SCIEGEN PHARMS INC,-,Prescription,206384,2016-10-12,-,-,-,-
-,-,RALOXIFENE HYDROCHLORIDE,ANDA,-,GLENMARK PHARMS LTD,-,Prescription,204491,2016-03-22,-,-,-,-
-,-,RALOXIFENE HYDROCHLORIDE,ANDA,-,AUROBINDO PHARMA LTD,-,Prescription,204310,2015-08-28,-,-,-,-
-,-,RALOXIFENE HYDROCHLORIDE,ANDA,-,WATSON LABS INC,-,Prescription,200825,2015-01-21,-,-,-,-
-,-,RALOXIFENE HYDROCHLORIDE,ANDA,-,INVAGEN PHARMS,-,Prescription,90842,2014-09-24,-,-,-,-
-,-,RALOXIFENE HYDROCHLORIDE,ANDA,-,TEVA PHARMS USA,-,Prescription,78193,2014-03-04,-,-,-,-
-,-,RADIOIODINATED SERUM ALBUMIN (HUMAN) IHSA I 125,NDA,-,MALLINCKRODT,-,Discontinued,17844,1976-02-23,-,-,-,-
-,-,RADIO-IODINATED (I 125) SERUM ALBUMIN (HUMAN),NDA,-,BAYER PHARMS,-,Discontinued,17846,-,-,-,-,-
False,False,RADIOGARDASE (PRUSSIAN BLUE),NDA,-,HEYL CHEMISCH,True,Prescription,21626,2003-10-02,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21-626_Radiogardase.cfm,False,False,True
-,-,RABEPRAZOLE SODIUM,ANDA,-,BRECKENRIDGE PHARM,-,Prescription,204237,2015-11-18,-,-,-,-
-,-,R-P MYCIN,ANDA,-,SOLVAY,-,Discontinued,61659,-,-,-,-,-
-,-,RABEPRAZOLE SODIUM,ANDA,-,AMNEAL PHARMS,-,Prescription,204179,2015-07-31,-,-,-,-
-,-,RABEPRAZOLE SODIUM,ANDA,-,TORRENT PHARMS LTD,-,Prescription,202376,2013-11-08,-,-,-,-
-,-,RABEPRAZOLE SODIUM,ANDA,-,KREMERS URBAN DEV,-,Prescription,90678,2013-11-08,-,-,-,-
-,-,RABEPRAZOLE SODIUM,ANDA,-,LUPIN LTD,-,Prescription,78964,2013-11-08,-,-,-,-
-,-,RABEPRAZOLE SODIUM,ANDA,-,MYLAN PHARMS INC,-,Prescription,76885,2013-11-08,-,-,-,-
-,-,RABEPRAZOLE SODIUM,ANDA,-,DR REDDYS LABS LTD,-,Prescription,76824,2013-11-08,-,-,-,-
-,-,RABEPRAZOLE SODIUM,ANDA,-,TEVA PHARMS USA,-,Prescription,76822,2013-11-08,-,-,-,-
-,False,R-GENE 10,NDA,-,PHARMACIA AND UPJOHN,False,Prescription,16931,1973-02-28,-,-,False,-
-,-,QUIXIN,NDA,-,SANTEN,-,Discontinued,21199,2000-08-18,-,-,-,-
-,-,QUINORA,-,-,-,-,Discontinued,83576,-,-,-,-,-
-,-,QUINORA,-,-,-,-,Discontinued,85222,-,-,-,-,-
True,False,QUTENZA,NDA,-,ACORDA,True,Prescription,22395,2009-11-16,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/022395_qutenza_toc.cfm,True,False,True
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,81029,-,-,-,-,-
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,83347,-,-,-,-,-
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,83393,-,-,-,-,-
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,83439,-,-,-,-,-
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,83583,-,-,-,-,-
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,83622,-,-,-,-,-
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,83640,-,-,-,-,-
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,83743,-,-,-,-,-
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,83808,-,-,-,-,-
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,83862,-,-,-,-,-
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,83879,-,-,-,-,-
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,83963,-,-,-,-,-
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,84003,-,-,-,-,-
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,84177,-,-,-,-,-
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,84549,-,-,-,-,-
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,84627,-,-,-,-,-
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,84631,-,-,-,-,-
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,84914,-,-,-,-,-
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,85038,-,-,-,-,-
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,85068,-,-,-,-,-
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,85103,-,-,-,-,-
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,85140,-,-,-,-,-
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,85175,-,-,-,-,-
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,85276,-,-,-,-,-
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,85322,-,-,-,-,-
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,85444,-,-,-,-,-
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,85584,-,-,-,-,-
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,85632,-,-,-,-,-
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,86176,-,-,-,-,-
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,87011,-,-,-,-,-
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,87837,-,-,-,-,-
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,87909,-,-,-,-,-
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,88973,-,-,-,-,-
-,-,QUINIDINE SULFATE,-,-,-,-,Discontinued,89839,-,-,-,-,-
-,-,QUININE SULFATE,ANDA,-,RICONPHARMA LLC,-,Prescription,204372,2015-07-22,-,-,-,-
-,-,QUINIDINE SULFATE,ANDA,-,SANDOZ,-,Prescription,88072,1983-09-26,-,-,-,-
-,-,QUINIDINE SULFATE,ANDA,-,WATSON LABS,-,Prescription,85583,1981-06-09,-,-,-,-
-,-,QUINIDINE SULFATE,ANDA,-,WATSON LABS,-,Prescription,83288,1976-11-24,-,-,-,-
-,-,QUINIDINE SULFATE,ANDA,-,SUN PHARM INDS,-,Prescription,81031,1989-04-14,-,-,-,-
-,-,QUINIDINE SULFATE,ANDA,-,SUN PHARM INDS,-,Prescription,81030,1989-04-14,-,-,-,-
-,-,QUINIDINE SULFATE,ANDA,-,G AND W LABS INC,-,Prescription,40045,1994-06-30,-,-,-,-
-,-,QUININE SULFATE,ANDA,-,AMNEAL PHARMS,-,Prescription,203729,2015-07-15,-,-,-,-
-,-,QUININE SULFATE,ANDA,-,LUPIN LTD,-,Prescription,203112,2015-04-24,-,-,-,-
-,-,QUININE SULFATE,ANDA,-,MYLAN PHARMS INC,-,Prescription,202581,2012-12-14,-,-,-,-
-,-,QUININE SULFATE,ANDA,-,TEVA PHARMS,-,Prescription,91661,2012-09-28,-,-,-,-
-,-,QUINIDINE GLUCONATE,-,-,-,-,Discontinued,87785,-,-,-,-,-
-,-,QUINIDINE GLUCONATE,-,-,-,-,Discontinued,87810,-,-,-,-,-
-,-,QUINIDINE GLUCONATE,-,-,-,-,Discontinued,88431,-,-,-,-,-
-,-,QUINIDINE GLUCONATE,-,-,-,-,Discontinued,88582,-,-,-,-,-
-,-,QUINIDINE GLUCONATE,-,-,-,-,Discontinued,89164,-,-,-,-,-
-,-,QUINIDINE GLUCONATE,-,-,-,-,Discontinued,89476,-,-,-,-,-
-,-,QUINIDINE GLUCONATE,-,-,-,-,Discontinued,89894,-,-,-,-,-
-,-,QUINIDINE GLUCONATE,ANDA,-,SUN PHARM INDS,-,Prescription,89338,1987-02-11,-,-,-,-
-,-,QUINIDEX,NDA,-,WYETH PHARMS INC,-,Discontinued,12796,1962-02-21,-,-,-,-
-,False,QUINIDINE GLUCONATE,NDA,-,LILLY,False,Prescription,7529,1950-07-12,-,-,False,-
-,-,QUINATIME,ANDA,-,WATSON LABS,-,Discontinued,87448,-,-,-,-,-
-,-,QUINARETIC,ANDA,-,GAVIS PHARMS,-,Prescription,76374,2004-03-31,-,-,-,-
-,-,QUINAPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,ANDA,-,INVAGEN PHARMS,-,Prescription,201356,2011-04-20,-,-,-,-
-,-,QUINAPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,ANDA,-,APOTEX CORP,-,Prescription,91524,2013-03-12,-,-,-,-
-,-,QUINAPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,ANDA,-,AUROBINDO PHARMA,-,Prescription,78450,2007-08-24,-,-,-,-
-,-,QUINAPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,ANDA,-,SUN PHARM INDS LTD,-,Prescription,78211,2009-03-04,-,-,-,-
-,-,QUINAPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,ANDA,-,MYLAN,-,Prescription,77093,2005-03-28,-,-,-,-
-,-,QUINAPRIL HYDROCHLORIDE,-,-,-,-,Discontinued,76036,-,-,-,-,-
-,-,QUINAPRIL HYDROCHLORIDE,-,-,-,-,Discontinued,76049,-,-,-,-,-
-,-,QUINAPRIL HYDROCHLORIDE,-,-,-,-,Discontinued,76240,-,-,-,-,-
-,-,QUINAPRIL HYDROCHLORIDE,-,-,-,-,Discontinued,76459,-,-,-,-,-
-,-,QUINAPRIL HYDROCHLORIDE,-,-,-,-,Discontinued,76803,-,-,-,-,-
-,-,QUINAPRIL HYDROCHLORIDE,ANDA,-,PRINSTON INC,-,Prescription,205823,2016-09-15,-,-,-,-
-,-,QUINALAN,ANDA,-,LANNETT,-,Discontinued,88081,1986-02-10,-,-,-,-
-,-,QUINAPRIL HYDROCHLORIDE,ANDA,-,AUROBINDO PHARMA LTD,-,Prescription,202725,2013-04-29,-,-,-,-
-,-,QUINAPRIL HYDROCHLORIDE,ANDA,-,SUN PHARM INDS LTD,-,Prescription,90800,2009-06-18,-,-,-,-
-,-,QUINAPRIL HYDROCHLORIDE,ANDA,-,INVAGEN PHARMS,-,Prescription,78457,-,-,-,-,-
-,-,QUINAPRIL HYDROCHLORIDE,ANDA,-,LUPIN,-,Prescription,77690,2006-06-20,-,-,-,-
-,-,QUINAPRIL HYDROCHLORIDE,ANDA,-,MYLAN,-,Prescription,76694,2004-12-23,-,-,-,-
-,-,QUINAPRIL HYDROCHLORIDE,ANDA,-,SUN PHARM INDS LTD,-,Prescription,76607,2004-12-15,-,-,-,-
-,-,QUINAPRIL HYDROCHLORIDE,ANDA,-,TEVA,-,Prescription,75504,2007-08-24,-,-,-,-
-,-,QUINACT,-,-,-,-,Discontinued,85978,-,-,-,-,-
-,-,QUINACT,-,-,-,-,Discontinued,86099,-,-,-,-,-
-,-,QUINAGLUTE,NDA,-,BAYER HLTHCARE,-,Discontinued,16647,1969-12-08,-,-,-,-
True,False,QUILLIVANT XR,NDA,-,NEXTWAVE PHARMS,True,Prescription,202100,2012-09-27,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2012/202100_quillivantxr_toc.cfm,True,False,True
True,False,QUILLICHEW ER,NDA,-,PFIZER INC,True,Prescription,207960,2015-12-04,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/207960Orig1s000TOC.cfm,True,False,True
-,-,QUIDE,NDA,-,DOW PHARM,-,Discontinued,13615,1969-02-03,-,-,-,-
-,-,QUIBRON-T/SR,ANDA,-,MONARCH PHARMS,-,Discontinued,87563,1983-06-21,-,-,-,-
-,-,QUETIAPINE FUMARATE,-,-,-,-,Discontinued,201762,-,-,-,-,-
-,-,QUIBRON-T,ANDA,-,MONARCH PHARMS,-,Discontinued,88656,1985-08-22,-,-,-,-
-,-,QUETIAPINE FUMARATE,ANDA,-,ALEMBIC PHARMS LTD,-,Prescription,203390,2014-10-28,-,-,-,-
-,-,QUETIAPINE FUMARATE,ANDA,-,MACLEODS PHARMS LTD,-,Prescription,203359,2016-05-17,-,-,-,-
-,-,QUETIAPINE FUMARATE,ANDA,-,JUBILANT GENERICS,-,Prescription,203150,2013-11-26,-,-,-,-
-,-,QUETIAPINE FUMARATE,ANDA,-,INTELLIPHARMACEUTICS,-,None (Tentative Approval),202939,-,-,-,-,-
-,-,QUETIAPINE FUMARATE,ANDA,-,UNICHEM LABS LTD,-,Prescription,202674,2016-03-08,-,-,-,-
-,-,QUETIAPINE FUMARATE,ANDA,-,MYLAN PHARMS INC,-,None (Tentative Approval),202228,-,-,-,-,-
-,-,QUETIAPINE FUMARATE,ANDA,-,ACCORD HLTHCARE,-,Prescription,202152,2012-03-27,-,-,-,-
-,-,QUETIAPINE FUMARATE,ANDA,-,ALKEM LABS LTD,-,Prescription,201504,2013-02-12,-,-,-,-
-,-,QUETIAPINE FUMARATE,ANDA,-,SUN PHARMA GLOBAL,-,Prescription,201190,2012-03-27,-,-,-,-
-,-,QUETIAPINE FUMARATE,ANDA,-,LUPIN LTD,-,Prescription,201109,2012-03-27,-,-,-,-
-,-,QUETIAPINE FUMARATE,ANDA,-,TORRENT PHARMS LTD,-,Prescription,200363,2012-03-27,-,-,-,-
-,-,QUETIAPINE FUMARATE,ANDA,-,AUROBINDO PHARMA LTD,-,Prescription,91388,2012-03-27,-,-,-,-
-,-,QUETIAPINE FUMARATE,ANDA,-,APOTEX INC,-,Prescription,90960,2012-03-27,-,-,-,-
-,-,QUETIAPINE FUMARATE,ANDA,-,ROXANE,-,Prescription,90749,2012-03-27,-,-,-,-
-,-,QUETIAPINE FUMARATE,ANDA,-,ACCORD HLTHCARE INC,-,None (Tentative Approval),90681,-,-,-,-,-
-,-,QUETIAPINE FUMARATE,ANDA,-,ACCORD HLTHCARE INC,-,None (Tentative Approval),90681,-,-,-,-,-
-,-,QUETIAPINE FUMARATE,ANDA,-,HANDA PHARMS,-,None (Tentative Approval),90482,-,-,-,-,-
-,-,QUETIAPINE FUMARATE,ANDA,-,MYLAN PHARMS INC,-,Prescription,90323,2012-03-27,-,-,-,-
-,-,QUETIAPINE FUMARATE,ANDA,-,ROXANE,-,Prescription,90120,2012-03-27,-,-,-,-
-,-,QUETIAPINE FUMARATE,ANDA,-,SANDOZ,-,Prescription,78679,2012-12-14,-,-,-,-
-,-,QUETIAPINE FUMARATE,ANDA,-,TEVA PHARMS,-,Prescription,77745,2012-03-27,-,-,-,-
-,-,QUETIAPINE FUMARATE,ANDA,-,DR REDDYS LABS LTD,-,Prescription,77380,2012-03-27,-,-,-,-
-,-,QUESTRAN,-,-,-,-,Discontinued,16640,-,-,-,-,-
-,-,QUESTRAN,-,-,-,-,Discontinued,73403,-,-,-,-,-
-,-,QUESTRAN LIGHT,NDA,-,BRISTOL MYERS,-,Discontinued,19669,1988-12-05,-,-,-,-
-,False,QUELICIN,NDA,-,HOSPIRA,False,Prescription,8845,1953-05-01,-,-,False,-
-,False,QUELICIN,NDA,-,HOSPIRA,False,Prescription,8845,1953-05-01,-,-,False,-
-,-,QUASENSE,ANDA,-,WATSON LABS,-,Prescription,77101,2006-09-06,-,-,-,-
True,False,QUDEXY XR,NDA,-,UPSHER-SMITH LABS,True,Prescription,205122,2014-03-11,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/205122Orig1s000TOC.cfm,True,False,True
-,-,QUARZAN,NDA,-,ROCHE,-,Discontinued,10355,-,-,-,-,-
True,False,QUARTETTE,NDA,-,TEVA BRANDED PHARM,True,Prescription,204061,2013-03-28,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/204061_quartette_toc.cfm,True,False,True
True,False,QUALAQUIN,NDA,-,SUN PHARM INDS,True,Prescription,21799,2005-08-12,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021799s000TOC.cfm,True,False,True
-,False,QUADRAMET,NDA,-,LANTHEUS MEDICAL,False,Prescription,20570,1997-03-28,-,-,False,-
True,False,QSYMIA,NDA,-,VIVUS,True,Prescription,22580,2012-07-17,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2012/022580Orig1s000_qsymia_toc.cfm,True,False,True
True,False,QOLIANA,NDA,-,ALCON PHARMS LTD,True,Prescription,21764,2006-05-22,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021764s000TOC.cfm,False,False,True
True,False,QNASL,NDA,-,TEVA BRANDED PHARM,True,Prescription,202813,2012-03-23,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2012/202813_qnasl_toc.cfm,True,False,True
-,-,Q-PAM,-,-,-,-,Discontinued,70423,-,-,-,-,-
-,-,Q-PAM,-,-,-,-,Discontinued,70424,-,-,-,-,-
-,-,Q-PAM,-,-,-,-,Discontinued,70425,-,-,-,-,-
-,-,Q-PAM,-,-,-,-,Discontinued,72431,-,-,-,-,-
-,-,Q-PAM,-,-,-,-,Discontinued,72432,-,-,-,-,-
-,-,Q-PAM,-,-,-,-,Discontinued,72433,-,-,-,-,-
-,False,QBRELIS,NDA,-,SILVERGATE PHARMS,False,Prescription,208401,2016-07-29,-,-,False,-
-,-,Q-GESIC,ANDA,-,QUANTUM PHARMICS,-,Discontinued,88740,-,-,-,-,-
-,-,SYNTOCINON,-,-,-,-,Discontinued,12285,-,-,-,-,-
-,-,SYNTOCINON,-,-,-,-,Discontinued,18245,-,-,-,-,-
-,False,SYPRINE,NDA,-,ATON,False,Prescription,19194,1985-11-08,-,-,False,-
-,-,SYNTHETIC CONJUGATED ESTROGENS A,NDA,-,TEVA WOMENS,-,Discontinued,21788,2008-11-28,-,-,-,-
False,False,SYNTHROID,NDA,-,ABBVIE,True,Prescription,21402,2002-07-24,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-402_Synthroid.cfm,False,False,True
-,-,SYNOVALYTE IN PLASTIC CONTAINER,NDA,-,BAXTER HLTHCARE,-,Discontinued,19326,-,-,-,-,-
True,False,SYNRIBO,NDA,-,IVAX INTL,True,Prescription,203585,2012-10-26,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2012/203585Orig1s000TOC.cfm,True,False,True
-,-,SYNOPHYLATE,NDA,-,CENT PHARMS,-,Discontinued,6333,-,-,-,-,-
-,-,SYNKAYVITE,NDA,-,ROCHE,-,Discontinued,3718,-,-,-,-,-
True,False,SYNJARDY,NDA,-,BOEHRINGER INGELHEIM,True,Prescription,206111,2015-08-26,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/206111Orig1s000TOC.cfm,True,False,True
True,False,SYNERCID,NDA,-,KING PHARMS,True,Prescription,50748,1999-09-21,http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/50747_Synercid.cfm,False,False,True
-,False,SYNERCID,NDA,-,KING PHARMS,False,Prescription,50747,1999-09-21,-,-,False,-
